upm,viv_sel,hogar,n_ren,p3_1,p3_2,p3_3,niv,gra,p3_5,p3_6,p3_7,p3_8a,p3_8b,p3_9,p3_10_1,p3_10_2,p3_10_3,p3_10_4,p3_10_5,p3_11,p3_12,p4_1,p4_2,p4_3,p4_4_1,p4_4_2,p4_4_3,p4_4_4,p4_4_5,p4_4_6,p4_4_7,p4_5,p4_6_1,p4_6_2,p4_6_3,p4_6_4,p4_6_5,p4_6_6,p4_7,p4_8_1,p4_8_2,p4_8_3,p4_8_4,p4_9_1,p4_9_2,p4_9_3,p5_1_1,p5_1_2,p5_1_3,p5_1_4,p5_1_5,p5_1_6,p5_2_1,p5_2_2,p5_2_3,p5_2_4,p5_2_5,p5_2_6,p5_2_7,p5_2_8,p5_2_9,p5_3,p5_4,p5_5,p5_6,p5_7,p5_8,p5_9_1,p5_10_1,p5_11_1,p5_12_1,p5_13_1,p5_9_2,p5_10_2,p5_11_2,p5_12_2,p5_13_2,p5_9_3,p5_10_3,p5_11_3,p5_12_3,p5_13_3,p5_9_4,p5_10_4,p5_11_4,p5_12_4,p5_13_4,p5_9_5,p5_10_5,p5_11_5,p5_12_5,p5_13_5,p5_9_6,p5_10_6,p5_11_6,p5_13_6,p5_9_7,p5_10_7,p5_11_7,p5_13_7,p5_9_8,p5_10_8,p5_11_8,p5_13_8,p5_14_1,p5_14_2,p5_14_3,p5_14_4,p5_14_5,p5_14_6,p5_14_7,p5_14_8,p5_14_9,p5_15,p5_16,p5_17,p5_18,p5_19,p5_20,p5_21,p5_22_1,p5_22_2,p5_22_3,p5_22_4,p5_22_5,p5_23,p5_24,p5_25_1,p5_25_2,p5_25_3,p5_25_4,p5_25_5,p5_26,p5_27,p5_28,p5_29,p5_30,p6_1_1,p6_1_2,p6_1_3,p6_1_4,p6_1_5,p6_2_1,p6_2_2,p6_2_3,p6_2_4,p6_2_5,p6_2_6,p6_2_7,p6_2_8,p6_2_9,p6_3,p6_4,p6_5,p6_6,p6_7,p6_8_1,p6_9_1,p6_10_1,p6_10a_1,p6_8_2,p6_9_2,p6_10_2,p6_10a_2,p6_8_3,p6_9_3,p6_10_3,p6_10a_3,p6_8_4,p6_9_4,p6_10_4,p6_10a_4,p6_8_5,p6_9_5,p6_10_5,p6_10a_5,p6_8_6,p6_9_6,p6_10_6,p6_10a_6,p6_8_7,p6_9_7,p6_10_7,p6_10a_7,p6_8_8,p6_11_1,p6_11_2,p6_11_3,p6_12_1,p6_12_2,p6_12_3,p6_12_4,p6_12_5,p6_12_6,p6_12_7,p6_12_8,p6_12_9,p6_13,p6_14,p6_15,p6_16,p6_17_1,p6_17_2,p6_17_3,p6_17_4,p6_17_5,p6_18,p6_19_1,p6_19_2,p6_19_3,p6_19_4,p6_19_5,p6_19_6,p6_19_9,edad,sexo,region,tloc,est_dis,upm_dis,fac_per
2060269,15,1,2,2,1,4,3,3,1,,4,300,1,2,2,2,1,2,2,6,1,2,,,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,3,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,39,2,6,4,110,1235,6342
2060269,16,1,2,3,6,1,3,3,1,,1,,,,,,,,,,1,2,,,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,0,0,0,1,0,0,0,0,0,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,29,1,6,4,110,1235,3828
2060269,17,1,3,3,6,0,8,2,4,4,,,,,,,,,,,1,2,,,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,2,,,,,2,,,,,1,1,1,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,4,2,,2,2,2,2,2,,,,,,,,,,1,,,,,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,2,1,2,,,,,,,,,,2,,4,2,,,,,,3,,,,,,,,20,2,6,4,110,1235,10934
2060269,18,1,1,1,5,0,2,9,1,,4,2000,1,2,2,2,1,2,2,6,1,2,,,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,1,9,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,60,1,6,4,110,1235,4939
2060269,19,1,2,2,5,3,3,3,5,3,1,,,,,,,,,,2,1,3,3,2,2,1,1,2,1,2,1,,,,,,,2,2,1,1,1,1,1,8,2,1,2,2,2,1,0,0,1,0,1,0,0,0,0,2,1,,,,,2,,,,,2,,,,,2,,,,,1,1,2,2,1,2,,,,,2,,,,2,,,,2,,,,0,0,1,0,0,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,35,2,6,4,110,1235,6342
2060269,20,1,1,1,2,2,6,3,1,,2,600,1,2,2,2,1,2,2,6,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,0,0,0,0,1,0,0,0,0,2,1,,,,,2,,,,,1,1,1,2,2,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,,,,,,,,,6,2,,2,1,2,1,2,0,0,1,0,0,0,0,1,0,1,,,,,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,2,1,2,,,,,,,,,,2,,4,2,,,,,,1,0,1,0,0,0,0,0,35,2,6,4,110,1235,3171
2060371,1,1,2,2,1,0,2,3,1,,1,,,,,,,,,,1,2,,,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,0,0,0,1,0,0,0,0,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,63,2,6,4,110,1236,3164
2060371,2,1,3,3,6,0,3,3,1,,3,1200,1,2,2,2,1,2,2,6,1,2,,,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,0,0,1,0,0,0,0,0,0,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,19,1,6,4,110,1236,10274
2060371,3,1,2,2,1,5,2,3,5,3,4,0,,,,,,,,6,2,2,,,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,3,2,2,3,1,9,8,2,2,2,2,2,2,,,,,,,,,,1,2,1,,,,2,,,,,2,,,,,1,1,15,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,2,,2,2,1,1,2,0,0,1,1,0,0,0,0,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,45,2,6,4,110,1236,13535
2060371,4,1,2,2,5,0,0,0,5,3,4,0,,,,,,,,6,2,2,,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,8,9,9,1,9,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,2,,,,,2,,,,,1,1,3,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,34,2,6,4,110,1236,5673
2060371,5,1,1,1,4,2,0,0,5,3,4,0,,,,,,,,6,2,2,,,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,9,1,9,8,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,2,,,,,2,,,,,1,1,3,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,58,2,6,4,110,1236,4308
2060371,6,1,2,2,5,0,3,3,1,,1,,,,,,,,,,2,2,,,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,32,2,6,4,110,1236,5673
2060371,8,1,1,1,5,3,2,6,1,,3,300,1,2,2,2,1,2,2,6,2,2,,,1,2,1,2,2,2,2,1,,,,,,,2,2,1,3,3,1,2,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,63,1,6,4,110,1236,13254
2060371,9,1,1,1,5,0,2,3,5,4,,,,,,,,,,,2,2,,,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,3,1,9,2,1,2,1,2,2,2,1,0,0,0,0,0,0,1,0,0,1,2,1,,,,2,,,,,2,,,,,1,1,5,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,31,2,6,4,110,1236,2837
2060371,10,1,4,3,5,1,3,3,5,1,2,300,2,2,2,2,1,2,2,6,1,1,2,3,2,2,1,1,2,1,2,1,,,,,,,1,1,1,2,2,1,1,2,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,2,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,22,2,6,4,110,1236,16303
2060371,11,1,1,1,5,4,0,0,1,,3,1200,1,2,2,2,1,2,2,6,2,2,,,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,3,2,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,2,,,,,2,,,,,1,1,4,1,1,2,,,,,2,,,,,2,,,,2,,,,2,,,,0,0,0,0,0,0,1,0,0,,,,0,9,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,0,0,0,0,0,0,1,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,65,1,6,4,110,1236,13254
2060371,12,1,3,5,5,1,3,3,1,,3,1200,1,2,2,2,1,2,2,6,1,2,,,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,24,1,6,4,110,1236,13698
2060371,13,1,2,2,5,1,2,5,1,,1,,,,,,,,,,1,1,3,3,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,3,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,2,,,,,1,2,5,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,9,,,,,,,,2,,,,,,,,,9,2,,2,2,2,1,2,0,1,0,0,0,0,0,0,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,53,2,6,4,110,1236,4308
2060371,14,1,1,1,6,2,2,1,1,,3,200,1,2,2,2,1,2,2,6,1,1,3,3,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,0,0,1,0,0,0,0,0,0,2,2,1,,,,2,,,,,2,,,,,1,2,6,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,9,,,,,,,,2,,,,,,,,,9,2,,2,2,1,1,2,0,0,1,0,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,43,2,6,4,110,1236,3384
2060371,17,1,3,3,6,0,2,6,5,4,,,,,,,,,,,2,2,,,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,3,9,3,3,9,2,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,20,2,6,4,110,1236,9782
2060371,18,1,2,3,3,1,2,2,8,4,,,,,,,,,,,2,1,3,4,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,3,2,1,1,1,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,1,1,2,1,0,0,1,0,0,0,0,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,59,1,6,4,110,1236,3998
2060371,20,1,1,1,5,4,2,2,1,,3,0,,,,,,,,6,1,1,3,3,1,2,2,1,2,2,2,1,,,,,,,2,3,2,9,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,46,1,6,4,110,1236,8635
2060960,1,1,2,2,5,0,2,3,5,4,,,,,,,,,,,2,2,,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,2,,,,,2,,,,,2,,,,,1,1,2,2,1,2,,,,,2,,,,2,,,,2,,,,1,0,0,0,0,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,2,,2,2,2,1,2,0,0,0,1,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,58,2,6,4,110,1237,4415
2060960,3,1,3,3,6,2,6,3,1,,2,1600,1,2,2,1,2,2,2,1,1,2,,,1,2,2,1,2,2,2,1,,,,,,,2,1,1,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,1,1,4,2,2,2,,,,,2,,,,,1,1,1,2,1,2,,,,,2,,,,2,,,,2,,,,1,0,0,0,0,0,0,0,0,2,,,,,,2,,,,,,2,,,,,,,,,1,1,9,2,1,2,2,2,1,0,0,0,0,0,0,0,0,1,,,,,1,1,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,2,2,,,,,,,,,,2,,4,2,,,,,,1,0,0,0,1,0,0,0,36,1,6,4,110,1237,12018
2060960,4,1,1,1,5,0,3,2,5,4,,,,,,,,,,,1,2,,,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,0,1,0,0,0,0,0,0,0,1,1,,,,,2,,,,,2,,,,,2,,,,,1,1,3,2,1,2,,,,,2,,,,2,,,,2,,,,1,0,0,0,0,0,0,0,0,,,,,,,1,1,2,2,2,2,2,,,,,,,,,4,2,,2,2,2,1,2,0,0,1,0,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,31,2,6,4,110,1237,5814
2060960,5,1,1,1,2,1,2,2,8,4,,,,,,,,,,,1,2,,,1,2,1,1,2,1,2,1,,,,,,,2,2,1,2,2,1,1,1,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,2,1,,,,,2,,,,,2,,,,,2,,,,,1,1,3,1,2,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,2,,,,,,2,,,,,,,,,6,2,,2,1,2,2,2,0,0,0,0,0,0,0,1,0,1,,,,,1,1,2,,2,,,,2,,,,1,1,1,2,2,,,,2,,,,2,,,,2,2,1,1,0,0,0,0,1,0,0,0,0,3,,2,2,,,,,,2,,,,,,,,49,2,6,4,110,1237,3468
2060960,6,1,1,2,1,1,0,0,5,4,,,,,,,,,,,2,1,3,3,1,2,2,1,2,2,2,1,,,,,,,2,1,1,3,2,9,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,49,2,6,4,110,1237,6936
2060960,7,1,3,3,6,0,7,3,5,4,,,,,,,,,,,1,2,,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,20,2,6,4,110,1237,13366
2060960,7,2,2,2,5,1,3,3,1,,4,200,1,2,2,2,1,2,2,6,1,2,,,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,0,0,1,0,0,0,0,0,0,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,0,0,0,1,0,0,0,0,0,1,,,,,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,1,2,,,,,,,,,,2,,2,2,,,,,,3,,,,,,,,22,2,6,4,110,1237,6683
2060960,8,1,3,3,1,1,3,3,1,,4,600,1,1,2,2,1,2,2,6,1,1,3,4,2,2,1,2,2,2,2,1,,,,,,,2,1,1,1,1,1,2,2,2,1,2,2,2,1,0,0,1,0,0,0,0,0,0,1,1,,,,,2,,,,,2,,,,,2,,,,,1,1,3,1,2,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,5,,1,2,1,2,2,2,2,,,,,,,,,6,2,,2,2,2,2,2,,,,,,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,42,1,6,4,110,1237,8849
2060960,9,1,4,3,6,4,6,3,1,,2,1300,1,2,1,2,2,2,2,6,1,2,,,2,1,1,2,2,2,2,1,,,,,,,2,1,2,3,1,1,2,1,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,2,1,,,,,1,1,2,2,2,2,,,,,2,,,,,1,1,2,2,2,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,,,,2,,,,,,1,1,2,2,2,1,2,2,,,1,9,2,2,2,2,2,,,,,,,,,,1,,,,,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,1,1,,,,,,,,,,1,,4,2,,,,,,3,,,,,,,,20,1,6,4,110,1237,17548
2060960,10,1,3,3,6,4,2,5,1,,4,2000,1,1,2,2,1,2,2,6,2,2,,,1,1,2,1,2,1,2,1,,,,,,,2,1,1,3,1,2,1,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,1,2,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,2,1,1,2,0,0,1,0,0,0,0,0,0,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,19,1,6,4,110,1237,14038
2060960,12,1,2,2,1,0,3,3,1,,4,300,3,2,2,2,1,2,2,6,1,2,,,1,2,1,1,2,1,2,1,,,,,,,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,18,2,6,4,110,1237,6683
2060960,13,1,3,2,1,0,0,0,5,1,4,300,1,2,2,2,1,2,2,6,2,1,3,5,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,1,2,1,,,,2,,,,,2,,,,,1,1,20,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,1,9,2,2,1,1,2,0,1,0,1,0,0,0,0,0,2,2,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,47,2,6,4,110,1237,6936
2060960,14,1,1,1,1,3,3,3,1,,5,2000,1,1,2,2,1,2,2,1,1,2,,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,1,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,1,,,,,1,1,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,2,2,2,,,,,,,,,,88,,2,2,,,,,,3,,,,,,,,47,1,6,4,110,1237,5900
2060960,15,1,3,5,6,0,6,1,4,4,,,,,,,,,,,1,2,,,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,8,3,1,1,1,2,2,2,2,2,2,1,1,0,0,0,1,0,0,0,0,1,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,20,1,6,4,110,1237,14038
2060960,16,1,1,1,5,0,2,6,5,1,4,500,1,2,2,2,1,2,2,6,1,2,,,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,3,1,1,3,1,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,1,,,,2,,,,,2,,,,,1,1,16,2,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,8,2,,2,1,1,2,1,0,0,0,1,0,0,0,0,0,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,38,2,6,4,110,1237,2907
2060960,17,1,2,3,1,2,2,1,1,,2,1200,1,2,2,2,1,2,2,6,1,2,,,1,1,1,1,2,1,2,1,,,,,,,2,2,2,2,1,1,1,1,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,1,0,0,0,0,0,0,0,0,1,,,,,1,1,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,9,1,1,,,,,,,,,,88,,4,2,,,,,,3,,,,,,,,25,1,6,4,110,1237,7019
2060960,19,1,1,1,2,0,0,0,6,4,,,,,,,,,,,1,2,,,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,2,3,2,9,1,2,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,2,,,,,1,1,15,1,2,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,1,5,2,,,,,,2,,,,,,,,,3,2,,1,2,2,2,2,1,0,0,1,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,70,1,6,4,110,1237,4528
2060981,1,1,2,2,5,2,6,3,5,4,,,,,,,,,,,2,2,,,1,2,2,2,2,1,2,1,,,,,,,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,0,1,0,0,0,0,0,0,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,35,2,6,4,110,1238,6577
